# File Name: Ruimin_qPCR.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: 272530695
# Instrument Serial Number: 272530695
# Heated Cover Serial Number: 
# Block serial number: 
# Run Start Date/Time: 2023-12-21 12:31:53 AM UTC
# Run End Data/Time: 2023-12-21 02:17:41 AM UTC
# Run Duration: 105 minutes 48 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-02-13 04:28:30 AM UTC
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported By: guest
# Exported On: 2024-02-13 04:29:01 AM UTC
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"50","C2","98","RPLP2","81.82646179199219","421249.53125","62791.6328125"
"50","C2","99","RPLP2","82.05146789550781","398123.46875","76726.7421875"
"50","C2","100","RPLP2","82.27648162841797","358751.78125","91452.2890625"
"50","C2","101","RPLP2","82.50149536132812","307214.34375","104899.046875"
"50","C2","102","RPLP2","82.72650146484375","243776.171875","114639.46875"
"50","C2","103","RPLP2","82.9515151977539","186470.921875","118552.25"
"50","C2","104","RPLP2","83.17652893066406","144014.484375","115522.4296875"
"50","C2","105","RPLP2","83.40153503417969","119993.1640625","105861.75"
"50","C2","106","RPLP2","83.62654876708984","109420.625","91242.109375"
"50","C2","107","RPLP2","83.8515625","104281.4296875","74162.8515625"
"50","C2","108","RPLP2","84.07656860351562","99884.3046875","57194.375"
"50","C2","109","RPLP2","84.30158233642578","101722.8125","42319.4296875"
"50","C2","110","RPLP2","84.52659606933594","97907.4765625","30598.337890625"
"50","C2","111","RPLP2","84.75160217285156","97986.6484375","21998.21875"
"50","C2","112","RPLP2","84.97661590576172","96228.9296875","13990.2265625"
"50","C2","113","RPLP2","85.20162200927734","95210.1171875","9078.595703125"
"50","C2","114","RPLP2","85.4266357421875","94559.8828125","6214.974609375"
"50","C2","115","RPLP2","85.65164947509766","92540.15625","4579.30859375"
"50","C2","116","RPLP2","85.87665557861328","94977.953125","3636.7265625"
"50","C2","117","RPLP2","86.10166931152344","90683.921875","3089.484375"
"50","C2","118","RPLP2","86.32667541503906","93772.84375","2788.63671875"
"50","C2","119","RPLP2","86.55168914794922","91605.3515625","2652.44921875"
"50","C2","120","RPLP2","86.77670288085938","89702.8515625","2615.66015625"
"50","C2","121","RPLP2","87.001708984375","90068.0390625","2612.705078125"
"50","C2","122","RPLP2","87.22672271728516","89141.2890625","2584.375"
"50","C2","123","RPLP2","87.45173645019531","88092.8828125","2491.361328125"
"50","C2","124","RPLP2","87.67674255371094","87017.1640625","2321.697265625"
"50","C2","125","RPLP2","87.9017562866211","88733.296875","2087.916015625"
"50","C2","126","RPLP2","88.12677001953125","85895.8125","1818.78125"
"50","C2","127","RPLP2","88.35177612304688","85603.09375","1551.51953125"
"50","C2","128","RPLP2","88.57678985595703","87869.90625","1325.8359375"
"50","C2","129","RPLP2","88.80180358886719","85386.2421875","1176.1796875"
"50","C2","130","RPLP2","89.02680969238281","86317.515625","1120.24609375"
"50","C2","131","RPLP2","89.25182342529297","84603.5546875","1148.048828125"
"50","C2","132","RPLP2","89.47683715820312","86008.4296875","1220.568359375"
"50","C2","133","RPLP2","89.70184326171875","82575.3828125","1283.716796875"
"50","C2","134","RPLP2","89.92684936523438","83308.8828125","1292.626953125"
"50","C2","135","RPLP2","90.15187072753906","85116.6640625","1232.119140625"
"50","C2","136","RPLP2","90.37687683105469","82164.390625","1121.24609375"
"50","C2","137","RPLP2","90.60188293457031","83830.3125","999.28515625"
"50","C2","138","RPLP2","90.82689666748047","82581.8984375","903.970703125"
"50","C2","139","RPLP2","91.05191040039062","82115.3984375","855.875"
"50","C2","140","RPLP2","91.27691650390625","82920.7265625","855.515625"
"50","C2","141","RPLP2","91.5019302368164","81275.1484375","889.38671875"
"50","C2","142","RPLP2","91.72694396972656","82854.21875","938.0546875"
"50","C2","143","RPLP2","91.95195007324219","79144.984375","983.3125"
"50","C2","144","RPLP2","92.17696380615234","81307.78125","1015.201171875"
"50","C2","145","RPLP2","92.4019775390625","81740.6953125","1036.287109375"
"50","C2","146","RPLP2","92.62698364257812","79174.078125","1059.263671875"
"50","C2","147","RPLP2","92.85199737548828","80016.2578125","1096.490234375"
"50","C2","148","RPLP2","93.07701110839844","79187.1328125","1148.888671875"
"50","C2","149","RPLP2","93.30201721191406","78622.6796875","1202.37890625"
"50","C2","150","RPLP2","93.52703094482422","78988.90625","1234.197265625"
"50","C2","151","RPLP2","93.75204467773438","77680.28125","1223.189453125"
"50","C2","152","RPLP2","93.97705078125","77333.984375","1158.150390625"
"50","C2","153","RPLP2","94.20205688476562","77114.2890625","1042.46875"
"50","C2","154","RPLP2","94.42707824707031","77973.3359375","895.224609375"
"50","C2","155","RPLP2","94.65208435058594","77285.6796875","746.712890625"
"50","C2","156","RPLP2","94.87709045410156","78168.4921875","627.591796875"
"51","C3","1","RPLP2","60.00040054321289","1028238.6875","20669.6328125"
"51","C3","2","RPLP2","60.22541046142578","1022463.0625","20862.2265625"
"51","C3","3","RPLP2","60.45042419433594","1023057.75","21115.521484375"
"51","C3","4","RPLP2","60.67543411254883","1014488.75","21383.8046875"
"51","C3","5","RPLP2","60.90044403076172","1011811.8125","21618.142578125"
"51","C3","6","RPLP2","61.12545394897461","1006534.125","21783.470703125"
"51","C3","7","RPLP2","61.350467681884766","999249.0625","21868.767578125"
"51","C3","8","RPLP2","61.575477600097656","995226.8125","21882.72265625"
"51","C3","9","RPLP2","61.80048751831055","989449.375","21842.21875"
"51","C3","10","RPLP2","62.02549743652344","984538.875","21760.958984375"
"51","C3","11","RPLP2","62.250511169433594","981200.75","21650.07421875"
"51","C3","12","RPLP2","62.475521087646484","972808.125","21529.94921875"
"51","C3","13","RPLP2","62.700531005859375","967959.6875","21440.173828125"
"51","C3","14","RPLP2","62.92554473876953","964936.8125","21435.330078125"
"51","C3","15","RPLP2","63.15055465698242","959428.25","21565.48828125"
"51","C3","16","RPLP2","63.37556457519531","955289.875","21855.01171875"
"51","C3","17","RPLP2","63.6005744934082","947237.5625","22288.513671875"
"51","C3","18","RPLP2","63.825584411621094","945224.1875","22812.396484375"
"51","C3","19","RPLP2","64.05059814453125","940328.5","23352.455078125"
"51","C3","20","RPLP2","64.27560424804688","931804.375","23793.197265625"
"51","C3","21","RPLP2","64.50061798095703","924868.375","24073.703125"
"51","C3","22","RPLP2","64.72563171386719","921169.1875","24265.95703125"
"51","C3","23","RPLP2","64.95063781738281","916265.125","24367.90625"
"51","C3","24","RPLP2","65.17565155029297","909242.25","24381.900390625"
"51","C3","25","RPLP2","65.40066528320312","901818.0625","24316.34375"
"51","C3","26","RPLP2","65.62567138671875","896380.8125","24192.533203125"
"51","C3","27","RPLP2","65.8506851196289","892570.125","24049.0625"
"51","C3","28","RPLP2","66.07569885253906","885683.875","23934.35546875"
"51","C3","29","RPLP2","66.30070495605469","880764.3125","23891.935546875"
"51","C3","30","RPLP2","66.52571868896484","874231.125","23944.671875"
"51","C3","31","RPLP2","66.750732421875","870347.875","24085.72265625"
"51","C3","32","RPLP2","66.97573852539062","864535.5625","24279.26171875"
"51","C3","33","RPLP2","67.20075225830078","858917.5625","24474.037109375"
"51","C3","34","RPLP2","67.4257583618164","850129.4375","24623.162109375"
"51","C3","35","RPLP2","67.65077209472656","846123.1875","24702.29296875"
"51","C3","36","RPLP2","67.87578582763672","839853.0625","24714.2421875"
"51","C3","37","RPLP2","68.10079193115234","834050.1875","24680.17578125"
"51","C3","38","RPLP2","68.3258056640625","828282.0","24624.52734375"
"51","C3","39","RPLP2","68.55081176757812","822074.9375","24563.375"
"51","C3","40","RPLP2","68.77582550048828","816352.625","24501.7578125"
"51","C3","41","RPLP2","69.00083923339844","810846.9375","24437.041015625"
"51","C3","42","RPLP2","69.22584533691406","804545.0","24364.873046875"
"51","C3","43","RPLP2","69.45085906982422","798533.875","24284.58203125"
"51","C3","44","RPLP2","69.67587280273438","792772.375","24201.2265625"
"51","C3","45","RPLP2","69.90087890625","786076.0","24121.98828125"
"51","C3","46","RPLP2","70.12589263916016","782018.75","24050.9921875"
"51","C3","47","RPLP2","70.35090637207031","777273.25","23988.072265625"
"51","C3","48","RPLP2","70.57591247558594","767808.4375","23933.9140625"
"51","C3","49","RPLP2","70.8009262084961","763042.0625","23895.88671875"
"51","C3","50","RPLP2","71.02593994140625","759063.6875","23886.193359375"
"51","C3","51","RPLP2","71.25094604492188","754721.875","23908.056640625"
"51","C3","52","RPLP2","71.47595977783203","748124.0","23945.08984375"
"51","C3","53","RPLP2","71.70096588134766","740274.0625","23964.705078125"
"51","C3","54","RPLP2","71.92597961425781","734690.5625","23936.646484375"
"51","C3","55","RPLP2","72.15099334716797","730878.0625","23851.013671875"
"51","C3","56","RPLP2","72.3759994506836","725704.625","23722.998046875"
"51","C3","57","RPLP2","72.60101318359375","719125.125","23549.763671875"
"51","C3","58","RPLP2","72.82601928710938","712905.25","23387.673828125"
"51","C3","59","RPLP2","73.05103302001953","707419.6875","23294.4453125"
"51","C3","60","RPLP2","73.27604675292969","704991.9375","23295.5390625"
"51","C3","61","RPLP2","73.50105285644531","697433.25","23391.986328125"
"51","C3","62","RPLP2","73.72606658935547","690667.8125","23556.52734375"
"51","C3","63","RPLP2","73.95108032226562","686785.0625","23719.3671875"
"51","C3","64","RPLP2","74.17608642578125","680330.75","23819.44921875"
"51","C3","65","RPLP2","74.4011001586914","674742.8125","23857.775390625"
"51","C3","66","RPLP2","74.62611389160156","667073.3125","23831.052734375"
"51","C3","67","RPLP2","74.85111999511719","661954.875","23761.6875"
"51","C3","68","RPLP2","75.07613372802734","659950.5","23684.78125"
"51","C3","69","RPLP2","75.3011474609375","652114.6875","23609.86328125"
"51","C3","70","RPLP2","75.52615356445312","646488.25","23563.05078125"
"51","C3","71","RPLP2","75.75116729736328","638875.5","23536.396484375"
"51","C3","72","RPLP2","75.97618103027344","636277.9375","23524.55859375"
"51","C3","73","RPLP2","76.20118713378906","628785.5","23551.689453125"
"51","C3","74","RPLP2","76.42620086669922","625879.625","23668.40625"
"51","C3","75","RPLP2","76.65120697021484","617470.75","23855.935546875"
"51","C3","76","RPLP2","76.876220703125","614906.6875","24153.021484375"
"51","C3","77","RPLP2","77.10122680664062","607909.75","24529.1484375"
"51","C3","78","RPLP2","77.32624053955078","602561.0625","24917.658203125"
"51","C3","79","RPLP2","77.55125427246094","592289.5625","25242.169921875"
"51","C3","80","RPLP2","77.77626037597656","589177.5","25448.73828125"
"51","C3","81","RPLP2","78.00127410888672","581820.125","25529.5234375"
"51","C3","82","RPLP2","78.22628784179688","575911.5625","25521.236328125"
"51","C3","83","RPLP2","78.4512939453125","571222.3125","25483.0390625"
"51","C3","84","RPLP2","78.67630767822266","563888.6875","25464.291015625"
"51","C3","85","RPLP2","78.90132141113281","557923.0625","25482.49609375"
"51","C3","86","RPLP2","79.12632751464844","553099.5625","25521.81640625"
"51","C3","87","RPLP2","79.3513412475586","544911.375","25552.50390625"
"51","C3","88","RPLP2","79.57635498046875","538646.75","25561.328125"
"51","C3","89","RPLP2","79.80136108398438","533074.625","25580.2265625"
"51","C3","90","RPLP2","80.02637481689453","527535.4375","25702.44140625"
"51","C3","91","RPLP2","80.25138854980469","522378.125","26083.1796875"
"51","C3","92","RPLP2","80.47639465332031","517215.65625","26937.669921875"
"51","C3","93","RPLP2","80.70140838623047","509033.78125","28548.875"
"51","C3","94","RPLP2","80.9264144897461","502757.9375","31291.314453125"
"51","C3","95","RPLP2","81.15142822265625","495437.03125","35650.18359375"
"51","C3","96","RPLP2","81.37643432617188","487529.625","42191.453125"
"51","C3","97","RPLP2","81.60144805908203","474407.65625","51434.37109375"
"51","C3","98","RPLP2","81.82646179199219","458853.375","63604.6953125"
"51","C3","99","RPLP2","82.05146789550781","440793.84375","78314.375"
"51","C3","100","RPLP2","82.27648162841797","404461.5625","94300.0"
"51","C3","101","RPLP2","82.50149536132812","352795.625","109405.9609375"
"51","C3","102","RPLP2","82.72650146484375","284266.53125","120949.953125"
"51","C3","103","RPLP2","82.9515151977539","226945.390625","126439.9921875"
"51","C3","104","RPLP2","83.17652893066406","179851.15625","124395.703125"
"51","C3","105","RPLP2","83.40153503417969","150760.15625","114904.75"
"51","C3","106","RPLP2","83.62654876708984","142423.0625","99636.421875"
"51","C3","107","RPLP2","83.8515625","136075.96875","81290.15625"
"51","C3","108","RPLP2","84.07656860351562","133571.359375","62741.3125"
"51","C3","109","RPLP2","84.30158233642578","130664.875","46265.03125"
"51","C3","110","RPLP2","84.52659606933594","127204.5703125","33125.61328125"
"51","C3","111","RPLP2","84.75160217285156","128026.03125","23562.107421875"
"51","C3","112","RPLP2","84.97661590576172","128521.796875","14858.6142578125"
"51","C3","113","RPLP2","85.20162200927734","127735.421875","9483.8583984375"
"51","C3","114","RPLP2","85.4266357421875","124060.4609375","6376.203125"
"51","C3","115","RPLP2","85.65164947509766","122216.734375","4663.326171875"
"51","C3","116","RPLP2","85.87665557861328","125331.421875","3738.369140625"
"51","C3","117","RPLP2","86.10166931152344","122808.3046875","3238.876953125"
"51","C3","118","RPLP2","86.32667541503906","122568.46875","2975.033203125"
"51","C3","119","RPLP2","86.55168914794922","122211.0390625","2845.185546875"
"51","C3","120","RPLP2","86.77670288085938","119828.84375","2774.001953125"
"51","C3","121","RPLP2","87.001708984375","118353.7890625","2691.478515625"
"51","C3","122","RPLP2","87.22672271728516","119654.0703125","2544.20703125"
"51","C3","123","RPLP2","87.45173645019531","118507.1796875","2314.82421875"
"51","C3","124","RPLP2","87.67674255371094","116721.9765625","2027.638671875"
"51","C3","125","RPLP2","87.9017562866211","117332.546875","1736.212890625"
"51","C3","126","RPLP2","88.12677001953125","117616.8828125","1500.65234375"
"51","C3","127","RPLP2","88.35177612304688","116295.1328125","1365.728515625"
"51","C3","128","RPLP2","88.57678985595703","116622.7578125","1346.91796875"
"51","C3","129","RPLP2","88.80180358886719","114485.7265625","1428.1640625"
"51","C3","130","RPLP2","89.02680969238281","115419.625","1569.939453125"
"51","C3","131","RPLP2","89.25182342529297","113876.1015625","1721.697265625"
"51","C3","132","RPLP2","89.47683715820312","113873.34375","1832.517578125"
"51","C3","133","RPLP2","89.70184326171875","112644.375","1859.40625"
"51","C3","134","RPLP2","89.92684936523438","110871.8046875","1778.494140625"
"51","C3","135","RPLP2","90.15187072753906","110513.3515625","1599.455078125"
"51","C3","136","RPLP2","90.37687683105469","113775.25","1371.7578125"
"51","C3","137","RPLP2","90.60188293457031","111725.625","1168.884765625"
"51","C3","138","RPLP2","90.82689666748047","110822.671875","1051.603515625"
"51","C3","139","RPLP2","91.05191040039062","110395.203125","1034.55859375"
"51","C3","140","RPLP2","91.27691650390625","108288.1328125","1083.466796875"
"51","C3","141","RPLP2","91.5019302368164","110331.1875","1145.98828125"
"51","C3","142","RPLP2","91.72694396972656","109297.5625","1190.193359375"
"51","C3","143","RPLP2","91.95195007324219","108671.140625","1218.767578125"
"51","C3","144","RPLP2","92.17696380615234","108101.125","1252.1484375"
"51","C3","145","RPLP2","92.4019775390625","107543.1171875","1300.486328125"
"51","C3","146","RPLP2","92.62698364257812","106583.6796875","1350.3515625"
"51","C3","147","RPLP2","92.85199737548828","105728.3828125","1374.79296875"
"51","C3","148","RPLP2","93.07701110839844","107364.1171875","1355.265625"
"51","C3","149","RPLP2","93.30201721191406","104110.59375","1297.734375"
"51","C3","150","RPLP2","93.52703094482422","105907.0703125","1232.625"
"51","C3","151","RPLP2","93.75204467773438","105500.953125","1200.845703125"
"51","C3","152","RPLP2","93.97705078125","103769.640625","1233.712890625"
"51","C3","153","RPLP2","94.20205688476562","104951.9140625","1336.947265625"
"51","C3","154","RPLP2","94.42707824707031","102246.453125","1486.435546875"
"51","C3","155","RPLP2","94.65208435058594","103772.6875","1638.78125"
"51","C3","156","RPLP2","94.87709045410156","101055.171875","1752.18359375"
"52","C4","1","RPLP2","60.00040054321289","1116481.25","24265.41796875"
"52","C4","2","RPLP2","60.22541046142578","1110382.375","24466.447265625"
"52","C4","3","RPLP2","60.45042419433594","1105778.75","24593.37109375"
"52","C4","4","RPLP2","60.67543411254883","1097751.75","24630.671875"
"52","C4","5","RPLP2","60.90044403076172","1093566.375","24607.64453125"
"52","C4","6","RPLP2","61.12545394897461","1090624.875","24571.787109375"
"52","C4","7","RPLP2","61.350467681884766","1081998.5","24554.447265625"
"52","C4","8","RPLP2","61.575477600097656","1077708.5","24559.89453125"
"52","C4","9","RPLP2","61.80048751831055","1070514.375","24579.197265625"
"52","C4","10","RPLP2","62.02549743652344","1065998.0","24614.31640625"
"52","C4","11","RPLP2","62.250511169433594","1059066.75","24687.310546875"
"52","C4","12","RPLP2","62.475521087646484","1052833.0","24823.009765625"
"52","C4","13","RPLP2","62.700531005859375","1048451.6875","25021.26171875"
"52","C4","14","RPLP2","62.92554473876953","1044448.5","25241.966796875"
"52","C4","15","RPLP2","63.15055465698242","1036641.0625","25423.4453125"
"52","C4","16","RPLP2","63.37556457519531","1029703.5625","25521.79296875"
"52","C4","17","RPLP2","63.6005744934082","1021828.8125","25542.59765625"
"52","C4","18","RPLP2","63.825584411621094","1018696.25","25539.6484375"
"52","C4","19","RPLP2","64.05059814453125","1012700.1875","25584.615234375"
"52","C4","20","RPLP2","64.27560424804688","1007643.9375","25733.58984375"
"52","C4","21","RPLP2","64.50061798095703","997619.25","26011.828125"
"52","C4","22","RPLP2","64.72563171386719","995543.3125","26415.283203125"
"52","C4","23","RPLP2","64.95063781738281","987728.25","26837.37890625"
"52","C4","24","RPLP2","65.17565155029297","982304.0","27250.353515625"
"52","C4","25","RPLP2","65.40066528320312","975828.1875","27650.029296875"
"52","C4","26","RPLP2","65.62567138671875","967766.75","27984.412109375"
"52","C4","27","RPLP2","65.8506851196289","962121.0625","28212.251953125"
"52","C4","28","RPLP2","66.07569885253906","953889.0625","28314.36328125"
"52","C4","29","RPLP2","66.30070495605469","948727.0625","28296.080078125"
"52","C4","30","RPLP2","66.52571868896484","941185.5","28183.8125"
"52","C4","31","RPLP2","66.750732421875","933282.75","28017.49609375"
"52","C4","32","RPLP2","66.97573852539062","928734.6875","27840.0546875"
"52","C4","33","RPLP2","67.20075225830078","920407.9375","27686.390625"
"52","C4","34","RPLP2","67.4257583618164","917199.5","27573.736328125"
"52","C4","35","RPLP2","67.65077209472656","907126.8125","27499.2578125"
"52","C4","36","RPLP2","67.87578582763672","903113.0","27447.5078125"
"52","C4","37","RPLP2","68.10079193115234","895199.25","27402.841796875"
"52","C4","38","RPLP2","68.3258056640625","889431.4375","27362.708984375"
"52","C4","39","RPLP2","68.55081176757812","883665.4375","27340.78125"
"52","C4","40","RPLP2","68.77582550048828","874419.125","27358.9140625"
"52","C4","41","RPLP2","69.00083923339844","871208.0","27428.658203125"
"52","C4","42","RPLP2","69.22584533691406","865000.75","27532.8828125"
"52","C4","43","RPLP2","69.45085906982422","856812.1875","27622.94921875"
"52","C4","44","RPLP2","69.67587280273438","850054.3125","27636.19140625"
"52","C4","45","RPLP2","69.90087890625","842146.125","27529.220703125"
"52","C4","46","RPLP2","70.12589263916016","835527.0625","27304.69140625"
"52","C4","47","RPLP2","70.35090637207031","831278.4375","27015.49609375"
"52","C4","48","RPLP2","70.57591247558594","822512.25","26742.146484375"
"52","C4","49","RPLP2","70.8009262084961","818346.8125","26541.9765625"
"52","C4","50","RPLP2","71.02593994140625","813687.125","26452.751953125"
"52","C4","51","RPLP2","71.25094604492188","805742.5","26497.96484375"
"52","C4","52","RPLP2","71.47595977783203","800271.75","26606.171875"
"52","C4","53","RPLP2","71.70096588134766","792738.5","26685.974609375"
"52","C4","54","RPLP2","71.92597961425781","786351.1875","26738.072265625"
"52","C4","55","RPLP2","72.15099334716797","781466.5625","26775.234375"
"52","C4","56","RPLP2","72.3759994506836","774616.6875","26829.48046875"
"52","C4","57","RPLP2","72.60101318359375","770353.0","26922.744140625"
"52","C4","58","RPLP2","72.82601928710938","762255.375","27043.826171875"
"52","C4","59","RPLP2","73.05103302001953","755472.25","27149.576171875"
"52","C4","60","RPLP2","73.27604675292969","749434.75","27184.8125"
"52","C4","61","RPLP2","73.50105285644531","742171.625","27111.875"
"52","C4","62","RPLP2","73.72606658935547","735219.125","26929.32421875"
"52","C4","63","RPLP2","73.95108032226562","729646.625","26674.501953125"
"52","C4","64","RPLP2","74.17608642578125","724013.25","26346.228515625"
"52","C4","65","RPLP2","74.4011001586914","718014.625","26062.953125"
"52","C4","66","RPLP2","74.62611389160156","712293.75","25910.125"
"52","C4","67","RPLP2","74.85111999511719","705785.5","25909.076171875"
"52","C4","68","RPLP2","75.07613372802734","700167.0625","26041.568359375"
"52","C4","69","RPLP2","75.3011474609375","694809.125","26261.7109375"
"52","C4","70","RPLP2","75.52615356445312","686580.125","26514.908203125"
"52","C4","71","RPLP2","75.75116729736328","681397.875","26719.013671875"
"52","C4","72","RPLP2","75.97618103027344","672867.0","26885.861328125"
"52","C4","73","RPLP2","76.20118713378906","669650.125","27049.431640625"
"52","C4","74","RPLP2","76.42620086669922","662297.75","27233.205078125"
"52","C4","75","RPLP2","76.65120697021484","655507.3125","27451.05859375"
"52","C4","76","RPLP2","76.876220703125","650374.125","27694.7109375"
"52","C4","77","RPLP2","77.10122680664062","641552.5625","27935.814453125"
"52","C4","78","RPLP2","77.32624053955078","635050.125","28141.3203125"
"52","C4","79","RPLP2","77.55125427246094","629749.75","28288.958984375"
"52","C4","80","RPLP2","77.77626037597656","622040.375","28372.49609375"
"52","C4","81","RPLP2","78.00127410888672","615645.75","28397.64453125"
"52","C4","82","RPLP2","78.22628784179688","608422.5","28375.73828125"
"52","C4","83","RPLP2","78.4512939453125","602075.1875","28322.822265625"
"52","C4","84","RPLP2","78.67630767822266","594210.5","28262.607421875"
"52","C4","85","RPLP2","78.90132141113281","588782.0625","28224.07421875"
"52","C4","86","RPLP2","79.12632751464844","584038.6875","28231.12890625"
"52","C4","87","RPLP2","79.3513412475586","575724.375","28288.98828125"
"52","C4","88","RPLP2","79.57635498046875","568325.75","28384.66796875"
"52","C4","89","RPLP2","79.80136108398438","561498.375","28507.931640625"
"52","C4","90","RPLP2","80.02637481689453","555288.625","28689.59765625"
"52","C4","91","RPLP2","80.25138854980469","548084.875","29037.58203125"
"52","C4","92","RPLP2","80.47639465332031","542907.875","29759.177734375"
"52","C4","93","RPLP2","80.70140838623047","536487.0625","31168.498046875"
"52","C4","94","RPLP2","80.9264144897461","529206.0","33687.91015625"
"52","C4","95","RPLP2","81.15142822265625","520736.8125","37845.6328125"
"52","C4","96","RPLP2","81.37643432617188","511691.34375","44245.77734375"
"52","C4","97","RPLP2","81.60144805908203","501273.125","53468.6796875"
"52","C4","98","RPLP2","81.82646179199219","484077.28125","65860.03125"
"52","C4","99","RPLP2","82.05146789550781","465150.96875","81225.8671875"
"52","C4","100","RPLP2","82.27648162841797","433839.625","98530.28125"
"52","C4","101","RPLP2","82.50149536132812","384403.9375","115777.59375"
"52","C4","102","RPLP2","82.72650146484375","317811.5625","130246.078125"
"52","C4","103","RPLP2","82.9515151977539","253602.421875","139112.734375"
"52","C4","104","RPLP2","83.17652893066406","197405.390625","140295.109375"
"52","C4","105","RPLP2","83.40153503417969","159716.65625","133168.734375"
"52","C4","106","RPLP2","83.62654876708984","138254.90625","118826.671875"
"52","C4","107","RPLP2","83.8515625","130293.2890625","99747.84375"
"52","C4","108","RPLP2","84.07656860351562","125922.6640625","79022.515625"
"52","C4","109","RPLP2","84.30158233642578","122280.5546875","59477.25"
"52","C4","110","RPLP2","84.52659606933594","122836.09375","43042.94140625"
"52","C4","111","RPLP2","84.75160217285156","119883.3359375","30541.302734375"
"52","C4","112","RPLP2","84.97661590576172","119701.4921875","20286.318359375"
"52","C4","113","RPLP2","85.20162200927734","117188.265625","12892.71875"
"52","C4","114","RPLP2","85.4266357421875","116936.421875","8508.734375"
"52","C4","115","RPLP2","85.65164947509766","116494.09375","6088.337890625"
"52","C4","116","RPLP2","85.87665557861328","114704.859375","4846.138671875"
"52","C4","117","RPLP2","86.10166931152344","115010.140625","4257.626953125"
"52","C4","118","RPLP2","86.32667541503906","112501.046875","3988.94140625"
"52","C4","119","RPLP2","86.55168914794922","111473.921875","3824.26953125"
"52","C4","120","RPLP2","86.77670288085938","110464.7890625","3624.71875"
"52","C4","121","RPLP2","87.001708984375","108610.703125","3317.583984375"
"52","C4","122","RPLP2","87.22672271728516","108510.4921875","2896.44140625"
"52","C4","123","RPLP2","87.45173645019531","109250.875","2412.09765625"
"52","C4","124","RPLP2","87.67674255371094","108379.90625","1946.658203125"
"52","C4","125","RPLP2","87.9017562866211","107172.96875","1578.21484375"
"52","C4","126","RPLP2","88.12677001953125","107926.734375","1350.775390625"
"52","C4","127","RPLP2","88.35177612304688","107289.6171875","1260.9609375"
"52","C4","128","RPLP2","88.57678985595703","105450.6796875","1266.19921875"
"52","C4","129","RPLP2","88.80180358886719","104823.9375","1309.75"
"52","C4","130","RPLP2","89.02680969238281","105519.484375","1350.125"
"52","C4","131","RPLP2","89.25182342529297","104388.015625","1378.8828125"
"52","C4","132","RPLP2","89.47683715820312","105346.3828125","1415.443359375"
"52","C4","133","RPLP2","89.70184326171875","103367.5625","1483.431640625"
"52","C4","134","RPLP2","89.92684936523438","102365.8671875","1585.8671875"
"52","C4","135","RPLP2","90.15187072753906","101929.21875","1698.33203125"
"52","C4","136","RPLP2","90.37687683105469","101996.9921875","1782.892578125"
"52","C4","137","RPLP2","90.60188293457031","101059.40625","1810.4296875"
"52","C4","138","RPLP2","90.82689666748047","99142.765625","1775.228515625"
"52","C4","139","RPLP2","91.05191040039062","100509.3359375","1694.875"
"52","C4","140","RPLP2","91.27691650390625","99403.8125","1598.908203125"
"52","C4","141","RPLP2","91.5019302368164","99553.640625","1513.232421875"
"52","C4","142","RPLP2","91.72694396972656","97755.5390625","1448.779296875"
"52","C4","143","RPLP2","91.95195007324219","96943.7734375","1400.103515625"
"52","C4","144","RPLP2","92.17696380615234","98424.7109375","1355.509765625"
"52","C4","145","RPLP2","92.4019775390625","95782.3984375","1311.0390625"
"52","C4","146","RPLP2","92.62698364257812","97103.0625","1276.80859375"
"52","C4","147","RPLP2","92.85199737548828","96410.609375","1270.333984375"
"52","C4","148","RPLP2","93.07701110839844","94488.84375","1303.818359375"
"52","C4","149","RPLP2","93.30201721191406","94427.703125","1376.666015625"
"52","C4","150","RPLP2","93.52703094482422","95039.046875","1478.7890625"
"52","C4","151","RPLP2","93.75204467773438","93150.4609375","1598.5078125"
"52","C4","152","RPLP2","93.97705078125","93585.34375","1726.158203125"
"52","C4","153","RPLP2","94.20205688476562","91073.796875","1851.568359375"
"52","C4","154","RPLP2","94.42707824707031","91812.203125","1962.0078125"
"52","C4","155","RPLP2","94.65208435058594","91671.15625","2046.0625"
"52","C4","156","RPLP2","94.87709045410156","90967.0859375","2101.19140625"
"53","C5","1","RPLP2","60.0005989074707","1012854.5625","19780.537109375"
"53","C5","2","RPLP2","60.225582122802734","1011656.1875","20232.587890625"
"53","C5","3","RPLP2","60.450565338134766","1006523.9375","20673.30859375"
"53","C5","4","RPLP2","60.6755485534668","1000962.5","21045.42578125"
"53","C5","5","RPLP2","60.90053176879883","995539.3125","21325.259765625"
"53","C5","6","RPLP2","61.12551498413086","991760.5","21529.0703125"
"53","C5","7","RPLP2","61.35049819946289","985563.625","21696.279296875"
