# File Name: Ruimin_qPCR.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: 272530695
# Instrument Serial Number: 272530695
# Heated Cover Serial Number: 
# Block serial number: 
# Run Start Date/Time: 2023-12-21 12:31:53 AM UTC
# Run End Data/Time: 2023-12-21 02:17:41 AM UTC
# Run Duration: 105 minutes 48 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-02-13 04:28:30 AM UTC
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported By: guest
# Exported On: 2024-02-13 04:29:01 AM UTC
"Sample","Target","EqCq Mean","Adjusted EqCq Mean","Delta EqCq Mean","Delta EqCq SD","Delta EqCq SE","Delta Delta EqCq","Rq","Rq Min","Rq Max","Omit"
"pRH106_0.1","S2","15.982463843920291","15.982463843920291","-2.5147499953500176","0.08185715031069928","0.04726024776697788","-0.16991052302761034","1.1249887099252809","1.0271842876015556","1.2321056822378824","FALSE"
"pRH106_0.01","S2","19.34874581227574","19.34874581227574","-2.4730823829973154","0.21692286241992348","0.125240473011527","-0.12824291067490812","1.092961748693365","0.8588747198348788","1.3908493945851812","FALSE"
"pRH106_0.001","S2","22.690097742264317","22.690097742264317","-2.4361009128898736","0.29298581066470286","0.16915543665600694","-0.09126144056746632","1.065301236375288","0.7692959703403004","1.4752017012655163","FALSE"
"pRH106_0.0001","S2","23.521527579702475","23.521527579702475","-5.071340771651464","2.344573723291253","1.353640270277128","-2.7265012993290565","6.618486301382237","0.4890972970736356","89.56164996959572","FALSE"
"pRH106_0.1","mCherry_1","14.47504567104818","14.47504567104818","-4.022168168222128","0.15740796346517905","0.0908795300792119","-0.06974964112915849","1.049534536270782","0.8811305024360796","1.2501244024349658","FALSE"
"pRH106_0.01","mCherry_1","17.905933075125947","17.905933075125947","-3.915895120147109","0.1553214232700481","0.08967486553587808","0.03652340694586087","0.9750016686508677","0.8204567851130533","1.1586573127565596","FALSE"
"pRH106_0.001","mCherry_1","20.90062704199086","20.90062704199086","-4.225571613163332","0.8669379382578482","0.5005268520238678","-0.27315308607036215","1.2084460662225864","0.4612010676463257","3.166388799621588","FALSE"
"pRH106_0.0001","mCherry_1","24.114901483040263","24.114901483040263","-4.4779668683136755","0.47219738789733406","0.27262328901316396","-0.5255483412207056","1.4394805955196324","0.8518225012647245","2.4325541786006415","FALSE"
"pRH106_0.1","mCherry_2","15.696523027011741","15.696523027011741","-2.8006908122585674","0.127809003136282","0.07379056236559015","0.37115982019350113","0.7731606828083013","0.6708047147962115","0.8911348239736236","FALSE"
"pRH106_0.01","mCherry_2","18.88871300798472","18.88871300798472","-2.9331151872883368","0.13283022155480698","0.07668956417118544","0.2387354451637318","0.847487829150544","0.7312011222619337","0.9822682141631239","FALSE"
"pRH106_0.001","mCherry_2","22.135530191343054","22.135530191343054","-2.9906684638111365","0.2665907830218711","0.1539162603411504","0.18118216864093206","0.8819799908346465","0.6558681779352467","1.1860442851207875","FALSE"
"pRH106_0.0001","mCherry_2","25.241277255337273","25.241277255337273","-3.3515910960166657","0.31213129418100466","0.18020908671790933","-0.17974046356459716","1.132680101272495","0.8007366951676882","1.6022298210649562","FALSE"
