# File Name: Ruimin_qPCR.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: 272530695
# Instrument Serial Number: 272530695
# Heated Cover Serial Number: 
# Block serial number: 
# Run Start Date/Time: 2023-12-21 12:31:53 AM UTC
# Run End Data/Time: 2023-12-21 02:17:41 AM UTC
# Run Duration: 105 minutes 48 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-02-13 04:28:30 AM UTC
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported By: guest
# Exported On: 2024-02-13 04:29:02 AM UTC
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"198","I6","pRH106_0.01","S2","82.04895782470703","106824.4921875"
"198","I6","pRH106_0.01","S2","66.63760375976562","22765.658203125"
"198","I6","pRH106_0.01","S2","61.013023376464844","21260.048828125"
"199","I7","pRH106_0.001","S2","82.27394104003906","29835.396484375"
"199","I7","pRH106_0.001","S2","78.44922637939453","5331.005859375"
"199","I7","pRH106_0.001","S2","66.30013275146484","6857.126953125"
"199","I7","pRH106_0.001","S2","75.2994613647461","6320.5244140625"
"199","I7","pRH106_0.001","S2","71.6997299194336","6699.95263671875"
"200","I8","pRH106_0.0001","S2","82.27394104003906","96892.7890625"
"200","I8","pRH106_0.0001","S2","67.20006561279297","21562.09765625"
"200","I8","pRH106_0.0001","S2","70.0123519897461","21162.056640625"
"217","J1","pRH106","mCherry_1","85.31413269042969","103477.59375"
"217","J1","pRH106","mCherry_1","80.81391143798828","27796.95703125"
"217","J1","pRH106","mCherry_1","61.0129508972168","25234.59765625"
"217","J1","pRH106","mCherry_1","65.8506851196289","26293.98828125"
"217","J1","pRH106","mCherry_1","68.10079193115234","26166.185546875"
"218","J2","pRH107","mCherry_1","85.4266357421875","116595.3515625"
"218","J2","pRH107","mCherry_1","81.15142822265625","30407.919921875"
"218","J2","pRH107","mCherry_1","68.21330261230469","27379.958984375"
"218","J2","pRH107","mCherry_1","94.20205688476562","7665.70703125"
"218","J2","pRH107","mCherry_1","73.50105285644531","26391.837890625"
"219","J3","pRH108","mCherry_1","85.53913879394531","130348.09375"
"219","J3","pRH108","mCherry_1","81.48894500732422","33686.41015625"
"219","J3","pRH108","mCherry_1","67.98828887939453","30073.46875"
"219","J3","pRH108","mCherry_1","89.36432647705078","10590.126953125"
"219","J3","pRH108","mCherry_1","61.12545394897461","28493.70703125"
"220","J4","pRH112","mCherry_1","85.53913879394531","98528.65625"
"220","J4","pRH112","mCherry_1","65.06314849853516","16547.5"
"220","J4","pRH112","mCherry_1","81.82646179199219","1630.3154296875"
"220","J4","pRH112","mCherry_1","91.83944702148438","8943.4521484375"
"220","J4","pRH112","mCherry_1","61.46297073364258","15382.5859375"
"221","J5","pRH106_0.1","mCherry_1","85.4237060546875","90992.265625"
"221","J5","pRH106_0.1","mCherry_1","81.03653717041016","24539.72265625"
"221","J5","pRH106_0.1","mCherry_1","77.32431030273438","22877.283203125"
"221","J5","pRH106_0.1","mCherry_1","66.86258697509766","24926.69921875"
"222","J6","pRH106_0.01","mCherry_1","85.4237060546875","65464.9765625"
"222","J6","pRH106_0.01","mCherry_1","90.59832763671875","14407.921875"
"222","J6","pRH106_0.01","mCherry_1","66.86258697509766","17752.716796875"
"223","J7","pRH106_0.001","mCherry_1","85.53620147705078","56420.5859375"
"223","J7","pRH106_0.001","mCherry_1","81.26152038574219","17971.5"
"223","J7","pRH106_0.001","mCherry_1","67.87501525878906","16387.935546875"
"223","J7","pRH106_0.001","mCherry_1","71.92471313476562","15725.7294921875"
"223","J7","pRH106_0.001","mCherry_1","76.536865234375","14714.3134765625"
"224","J8","pRH106_0.0001","mCherry_1","85.64868927001953","31161.50390625"
"224","J8","pRH106_0.0001","mCherry_1","79.34915924072266","11422.1806640625"
"224","J8","pRH106_0.0001","mCherry_1","61.35049819946289","12444.1103515625"
"224","J8","pRH106_0.0001","mCherry_1","67.20006561279297","13096.8720703125"
"224","J8","pRH106_0.0001","mCherry_1","65.0627212524414","13017.5615234375"
"241","K1","pRH106","mCherry_1","85.31413269042969","102610.28125"
"241","K1","pRH106","mCherry_1","81.15142822265625","29568.26171875"
"241","K1","pRH106","mCherry_1","90.4893798828125","5648.16015625"
"241","K1","pRH106","mCherry_1","68.66332244873047","28030.154296875"
"241","K1","pRH106","mCherry_1","66.07569885253906","27784.646484375"
"242","K2","pRH107","mCherry_1","85.4266357421875","129406.953125"
"242","K2","pRH107","mCherry_1","81.37643432617188","33791.078125"
"242","K2","pRH107","mCherry_1","60.67543411254883","26904.359375"
"242","K2","pRH107","mCherry_1","68.66332244873047","30562.212890625"
"242","K2","pRH107","mCherry_1","89.70184326171875","10252.67578125"
"243","K3","pRH108","mCherry_1","85.65164947509766","137371.765625"
"243","K3","pRH108","mCherry_1","81.37643432617188","37692.359375"
"243","K3","pRH108","mCherry_1","61.12545394897461","28188.64453125"
"243","K3","pRH108","mCherry_1","69.67587280273438","33663.12109375"
"243","K3","pRH108","mCherry_1","75.18863677978516","33692.65234375"
"244","K4","pRH112","mCherry_1","85.65164947509766","103547.5078125"
"244","K4","pRH112","mCherry_1","81.15142822265625","23917.701171875"
"244","K4","pRH112","mCherry_1","69.3383560180664","25942.740234375"
"244","K4","pRH112","mCherry_1","76.08868408203125","23167.447265625"
"244","K4","pRH112","mCherry_1","66.750732421875","25396.4453125"
"245","K5","pRH106_0.1","mCherry_1","85.31121826171875","44985.53125"
"245","K5","pRH106_0.1","mCherry_1","67.76251983642578","17006.095703125"
"245","K5","pRH106_0.1","mCherry_1","65.40019989013672","16980.197265625"
"245","K5","pRH106_0.1","mCherry_1","71.0247802734375","16535.505859375"
"246","K6","pRH106_0.01","mCherry_1","85.4237060546875","47712.58203125"
"246","K6","pRH106_0.01","mCherry_1","67.31255340576172","18229.21484375"
"247","K7","pRH106_0.001","mCherry_1","85.53620147705078","47711.1953125"
"247","K7","pRH106_0.001","mCherry_1","66.18763732910156","16866.8203125"
"247","K7","pRH106_0.001","mCherry_1","68.77494812011719","16567.419921875"
"248","K8","pRH106_0.0001","mCherry_1","85.4237060546875","11874.9580078125"
"248","K8","pRH106_0.0001","mCherry_1","68.88743591308594","9011.1640625"
"248","K8","pRH106_0.0001","mCherry_1","66.86258697509766","8852.18359375"
"248","K8","pRH106_0.0001","mCherry_1","63.48783874511719","8692.4892578125"
"248","K8","pRH106_0.0001","mCherry_1","71.0247802734375","8551.3525390625"
"265","L1","pRH106","mCherry_1","85.31413269042969","119879.4140625"
"265","L1","pRH106","mCherry_1","81.03892517089844","34345.1484375"
"265","L1","pRH106","mCherry_1","62.02549743652344","31018.828125"
"265","L1","pRH106","mCherry_1","90.4893798828125","6373.787109375"
"265","L1","pRH106","mCherry_1","66.63822174072266","32914.1171875"
"266","L2","pRH107","mCherry_1","85.53913879394531","134868.75"
"266","L2","pRH107","mCherry_1","81.26393127441406","36991.765625"
"266","L2","pRH107","mCherry_1","93.75204467773438","9796.4296875"
"266","L2","pRH107","mCherry_1","72.93852996826172","32797.375"
"266","L2","pRH107","mCherry_1","69.78837585449219","32487.162109375"
"267","L3","pRH108","mCherry_1","85.53913879394531","126346.140625"
"267","L3","pRH108","mCherry_1","81.48894500732422","37896.53125"
"267","L3","pRH108","mCherry_1","90.4893798828125","11765.720703125"
"267","L3","pRH108","mCherry_1","73.72606658935547","35459.09375"
"267","L3","pRH108","mCherry_1","77.43875122070312","35303.53515625"
"268","L4","pRH112","mCherry_1","85.65164947509766","129268.5390625"
"268","L4","pRH112","mCherry_1","81.48894500732422","38151.58203125"
"268","L4","pRH112","mCherry_1","90.03936004638672","9042.794921875"
"268","L4","pRH112","mCherry_1","60.90044403076172","28326.2890625"
"268","L4","pRH112","mCherry_1","71.92597961425781","36812.40234375"
"269","L5","pRH106_0.1","mCherry_1","85.53620147705078","46881.12890625"
"269","L5","pRH106_0.1","mCherry_1","80.58656311035156","6654.65625"
"269","L5","pRH106_0.1","mCherry_1","66.52511596679688","18549.015625"
"270","L6","pRH106_0.01","mCherry_1","85.4237060546875","66991.2578125"
"270","L6","pRH106_0.01","mCherry_1","80.69905853271484","22662.466796875"
"270","L6","pRH106_0.01","mCherry_1","66.7500991821289","23105.740234375"
"270","L6","pRH106_0.01","mCherry_1","76.19939422607422","21695.044921875"
"270","L6","pRH106_0.01","mCherry_1","68.77494812011719","23037.63671875"
"271","L7","pRH106_0.001","mCherry_1","85.53620147705078","56458.83203125"
"271","L7","pRH106_0.001","mCherry_1","80.81155395507812","11645.443359375"
"271","L7","pRH106_0.001","mCherry_1","71.13726806640625","12791.556640625"
"271","L7","pRH106_0.001","mCherry_1","74.17454528808594","12044.5087890625"
"272","L8","pRH106_0.0001","mCherry_1","85.31121826171875","5711.39111328125"
"272","L8","pRH106_0.0001","mCherry_1","80.24909210205078","6683.0341796875"
"272","L8","pRH106_0.0001","mCherry_1","64.95023345947266","9063.6904296875"
"272","L8","pRH106_0.0001","mCherry_1","68.6624526977539","9263.1396484375"
"272","L8","pRH106_0.0001","mCherry_1","74.17454528808594","6865.5419921875"
"289","M1","pRH106","mCherry_2","85.98916625976562","110866.5625"
"289","M1","pRH106","mCherry_2","69.22584533691406","32947.2421875"
"289","M1","pRH106","mCherry_2","72.3759994506836","32652.77734375"
"289","M1","pRH106","mCherry_2","74.85111999511719","32414.34375"
"289","M1","pRH106","mCherry_2","61.912994384765625","26970.875"
"290","M2","pRH107","mCherry_2","86.21417236328125","150542.59375"
"290","M2","pRH107","mCherry_2","74.17608642578125","41044.3515625"
"290","M2","pRH107","mCherry_2","90.60188293457031","12416.828125"
"291","M3","pRH108","mCherry_2","86.21417236328125","148606.828125"
"291","M3","pRH108","mCherry_2","70.12589263916016","37302.26953125"
"291","M3","pRH108","mCherry_2","77.77626037597656","39874.859375"
"291","M3","pRH108","mCherry_2","81.93896484375","42460.4921875"
"291","M3","pRH108","mCherry_2","75.18863677978516","39127.828125"
"292","M4","pRH112","mCherry_2","86.21417236328125","122493.2578125"
"292","M4","pRH112","mCherry_2","71.92597961425781","34347.4140625"
"292","M4","pRH112","mCherry_2","91.95195007324219","8070.701171875"
"292","M4","pRH112","mCherry_2","75.18863677978516","33586.36328125"
"292","M4","pRH112","mCherry_2","69.3383560180664","33687.36328125"
"293","M5","pRH106_0.1","mCherry_2","85.98616790771484","60882.7421875"
"293","M5","pRH106_0.1","mCherry_2","69.78736877441406","22229.322265625"
"293","M5","pRH106_0.1","mCherry_2","65.96265411376953","22102.662109375"
"294","M6","pRH106_0.01","mCherry_2","86.21115112304688","63224.8203125"
"294","M6","pRH106_0.01","mCherry_2","67.20006561279297","20049.974609375"
"294","M6","pRH106_0.01","mCherry_2","63.37534713745117","19468.056640625"
"295","M7","pRH106_0.001","mCherry_2","86.0986557006836","64012.625"
"295","M7","pRH106_0.001","mCherry_2","70.68730163574219","21405.19140625"
"296","M8","pRH106_0.0001","mCherry_2","86.0986557006836","54279.34375"
"296","M8","pRH106_0.0001","mCherry_2","81.1490249633789","21229.177734375"
"296","M8","pRH106_0.0001","mCherry_2","72.48716735839844","21729.412109375"
"296","M8","pRH106_0.0001","mCherry_2","67.65003204345703","21218.390625"
"296","M8","pRH106_0.0001","mCherry_2","69.67488098144531","21429.0234375"
"313","N1","pRH106","mCherry_2","85.98916625976562","109585.0859375"
"313","N1","pRH106","mCherry_2","77.77626037597656","30908.09375"
"313","N1","pRH106","mCherry_2","74.2885971069336","31101.583984375"
"313","N1","pRH106","mCherry_2","70.35090637207031","30889.810546875"
"313","N1","pRH106","mCherry_2","72.26349639892578","30763.876953125"
"314","N2","pRH107","mCherry_2","86.10166931152344","131633.6875"
"314","N2","pRH107","mCherry_2","69.78837585449219","36911.08203125"
"314","N2","pRH107","mCherry_2","67.20075225830078","35620.43359375"
"315","N3","pRH108","mCherry_2","86.21417236328125","133364.875"
"315","N3","pRH108","mCherry_2","76.65120697021484","30570.55859375"
"315","N3","pRH108","mCherry_2","70.12589263916016","30987.169921875"
"315","N3","pRH108","mCherry_2","90.82689666748047","9885.994140625"
"316","N4","pRH112","mCherry_2","86.21417236328125","130384.609375"
"316","N4","pRH112","mCherry_2","72.48851013183594","34199.33203125"
"316","N4","pRH112","mCherry_2","69.67587280273438","34492.015625"
"316","N4","pRH112","mCherry_2","90.71439361572266","9128.50390625"
"316","N4","pRH112","mCherry_2","77.66375732421875","32329.333984375"
"317","N5","pRH106_0.1","mCherry_2","86.0986557006836","61966.1484375"
"317","N5","pRH106_0.1","mCherry_2","72.82464599609375","22587.26171875"
"317","N5","pRH106_0.1","mCherry_2","69.67488098144531","23000.296875"
"317","N5","pRH106_0.1","mCherry_2","67.53753662109375","22971.4609375"
"318","N6","pRH106_0.01","mCherry_2","86.0986557006836","125655.5078125"
"318","N6","pRH106_0.01","mCherry_2","77.99925994873047","34860.82421875"
"318","N6","pRH106_0.01","mCherry_2","73.38710021972656","34750.54296875"
"318","N6","pRH106_0.01","mCherry_2","67.53753662109375","32243.2109375"
"319","N7","pRH106_0.001","mCherry_2","86.21115112304688","66893.5703125"
"319","N7","pRH106_0.001","mCherry_2","90.59832763671875","22585.9453125"
"319","N7","pRH106_0.001","mCherry_2","66.4126205444336","24436.0625"
"319","N7","pRH106_0.001","mCherry_2","70.12484741210938","22422.421875"
"320","N8","pRH106_0.0001","mCherry_2","86.21115112304688","94239.265625"
"320","N8","pRH106_0.0001","mCherry_2","79.46165466308594","30734.822265625"
"320","N8","pRH106_0.0001","mCherry_2","62.137939453125","7312.45947265625"
"320","N8","pRH106_0.0001","mCherry_2","63.6003303527832","7124.02490234375"
"337","O1","pRH106","mCherry_2","85.98916625976562","118537.6796875"
"337","O1","pRH106","mCherry_2","67.76327514648438","30425.87109375"
"337","O1","pRH106","mCherry_2","71.47595977783203","30385.6796875"
"337","O1","pRH106","mCherry_2","64.27560424804688","28018.65234375"
"337","O1","pRH106","mCherry_2","91.72694396972656","5854.078125"
"338","O2","pRH107","mCherry_2","86.10166931152344","137945.703125"
"338","O2","pRH107","mCherry_2","78.56380462646484","32630.4609375"
"338","O2","pRH107","mCherry_2","70.68841552734375","32849.8125"
"338","O2","pRH107","mCherry_2","68.43830871582031","32724.54296875"
"338","O2","pRH107","mCherry_2","74.73861694335938","32123.408203125"
"339","O3","pRH108","mCherry_2","86.10166931152344","127748.40625"
"339","O3","pRH108","mCherry_2","67.87578582763672","31396.390625"
"339","O3","pRH108","mCherry_2","70.57591247558594","31555.353515625"
"340","O4","pRH112","mCherry_2","86.21417236328125","126181.828125"
"340","O4","pRH112","mCherry_2","75.75116729736328","30151.740234375"
"340","O4","pRH112","mCherry_2","71.36344909667969","30038.373046875"
"340","O4","pRH112","mCherry_2","67.3132553100586","29423.419921875"
"340","O4","pRH112","mCherry_2","69.22584533691406","29833.935546875"
"341","O5","pRH106_0.1","mCherry_2","85.98616790771484","123588.1953125"
"341","O5","pRH106_0.1","mCherry_2","90.93579864501953","5901.58203125"
"341","O5","pRH106_0.1","mCherry_2","72.37467956542969","31703.041015625"
"341","O5","pRH106_0.1","mCherry_2","68.43746948242188","31614.37890625"
"341","O5","pRH106_0.1","mCherry_2","74.62451171875","31661.890625"
"342","O6","pRH106_0.01","mCherry_2","86.0986557006836","131679.015625"
"342","O6","pRH106_0.01","mCherry_2","72.2621841430664","33685.72265625"
"342","O6","pRH106_0.01","mCherry_2","67.65003204345703","33361.6953125"
"342","O6","pRH106_0.01","mCherry_2","79.01168823242188","32733.283203125"
"342","O6","pRH106_0.01","mCherry_2","75.86192321777344","33099.8984375"
"343","O7","pRH106_0.001","mCherry_2","86.0986557006836","120587.15625"
"343","O7","pRH106_0.001","mCherry_2","67.98750305175781","32067.208984375"
"343","O7","pRH106_0.001","mCherry_2","91.72323608398438","4293.39453125"
"343","O7","pRH106_0.001","mCherry_2","75.18696594238281","32419.08203125"
"343","O7","pRH106_0.001","mCherry_2","72.2621841430664","32316.2109375"
"344","O8","pRH106_0.0001","mCherry_2","86.21115112304688","96818.1640625"
"344","O8","pRH106_0.0001","mCherry_2","72.712158203125","27469.4375"
"344","O8","pRH106_0.0001","mCherry_2","75.86192321777344","26979.896484375"
"344","O8","pRH106_0.0001","mCherry_2","68.32498168945312","25613.685546875"
"344","O8","pRH106_0.0001","mCherry_2","91.72323608398438","3447.423828125"
